Latitude,Longitude,Entry,Name,Type,startdate,enddate,Architecture,Sculpture,Painting,Mosaic,Artifact,BartoliDrawing,Commissioner,Excavator,Owner,Collector,Entry Text,Notes,,,,,,,,,,,,,,,
41.8851138,12.4980394,54,Orto di Morelli,Garden,1670,1676,yes,yes,yes,yes,yes,yes,Bellori,,Francesco Morelli?,Cardinal Buglione; Cardinal Medici; Bartoli; Bellori,"54. Si ricominciò a cavare nel detto luogo in tempo di Clemente X.; e vi furono trovati vestigi delle migliori pitture, che si siano viste in Roma; medesimamente diverse statue, e busti nobilissimi, in particolare li due Luci Veri comprati dal card. di Buglione, ed Amore, e Psiche dal cardinal de' Medici (b): oltre ciò diversi marmi mischi, una lucerna nobilissima di metallo, la quale rappresenta la navicella di S. Pietro; oltre altri bellissimi pezzi di anticaglie.",,,,,,,,,,,,,,,,
41.8865909,12.4958884,55,Giardino del Signor Teofilo Sartori [Castra Peregrina?],Garden,1644,1676,yes,yes,no,no,yes,,,,Teofilo Sartori,San Lorenzo fuori della mura,"55. Incontro detto luogo nel giardino del signor Teofilo Sartori fu cercato di cavare un tesoro; ma restarono delusi con una quantità grande di monete di rame, di valore del peso di metallo vecchio. Nel tempo poi d'Innocenzo X. fu cavato al cancello da basso contiguo al vicolo, per andare al Coliseo, ove si trovò una filara di botteghe credute del caldarari, per esservi quantità di rami con li suoi strumenti per lavorarli: per la qual cosa, e per degni rispetti non fu tirata più avanti la cava. Si rimise mano in tempo di Clemente X.; e vi si trovò parte dell'edificio Castra peregrina, con altre belle fabbriche di sale, cortili con suoi portici; colonne di bellissima breccia, della quale fu messa in opera alla cappella, ove si celebra per li morti nella chiesa di san Lorenzo fuori delle mura; statue, gran quantità di teste di marmo, busti, e metalli infiniti, che una parte di questi diedero a credere di aver servito per un'Arco trionfale; essendovene quantità coperta, e come intarsiata di argento. ",,,,,,,,,,,,,,,,
41.9018684,12.4563563,56,Vaticano [Ancient Marriage Relief],Church,1655,1667,yes,yes,no,no,yes,yes,Agostini,,Alexander VII,,"56. Vaticano. In tempo di Alessandro VII., qual diede ordine alla fondazione delli portici di S. Pietro, nell' accomodarsi le scale di detta chiesa fu trovata una Sfinge di granito, la compagna della quale si stima, che fosse quella, che al presente sta nella vigna di papa Giulio, che servivano di ornamento alli lati delle scale (a). Nel principio del portico a mano sinistra scavandosi li fondamenti fu trovata una porta, sopra della quale vi era un bellissimo bassorilievo di un matrimonio antico, il quale si vede stampato nelli bassirilievi di Pietro Santi Bartoli, impressi da Gio. Giacomo de Rossi. Nel medesimo luogo si conosceva essere stato un cimiterio antico moderno di un monastero, e chiesa di monache, che non mi ricordo il nome; ove si viddero molte casse di marmo, una delle quali, che era di porfido, lunga nove palmi, larga tre, grossa un’oncia, fu dalla barbarie de cavatori fatta in pezzi; come molte altre cose, senza di quelle, che da essi furono trafugate.",,,,,,,,,,,,,,,,
41.9017234,12.4572666,57,Nuova fontana Piazza di San Pietro,Fountain,1655,1667,yes,no,no,no,yes,,Agostini,,Alexander VII,Cardinal Chigi [Ghigi],"57. Nel farsi li fondamenti della nuova fontana dall' istessa parte de nuovi portici, vi furono trovate alcune arche sepolcrali antiche, senza che si possa far congettura, se fossero de Cristiani, ovvero de Gentili; una delle quali fu portata nel giardino del palazzo del card. Ghigi.",,,,,,,,,,,,,,,,
41.8957759,12.4614479,58,Monte Gianicolo [Aqueduct],Hill,1644,1655,yes,no,no,no,no,,Menghini,,,,"58. Monte Gianicolo. Alla Longara nel declivio del Gianicolo, sotto dove sermoneggiano li Padri della Chiesa Nuova nel mese di maggio, in tempo d'Innocenzo X. furono trovati tre grandi stanzoni, quali servivano di ricettacolo di un acquedotto cavato nel monte, tutto opera reticolata, quale si vede essere del tempo della repubblica. Avanti le dette stanze vi era un officina da fuoco rotonda, entro divisa in archetti con li suoi sfogatori al di sopra, che forse poteva servire per uso di stufa. Più sotto alle radici del monte si trovano di simili edifizi medesimamente reticolati, con quantità di cunicoli, nelli quali ancora vi corre l'acqua.",,,,,,,,,,,,,,,,
41.8853044,12.4730186,59,S. Francesco a Ripa.,Garden,1670,1676,no,no,no,yes,no,yes,Bellori,,,Camillo Massimo,"59. S. Francesco a Ripa. Nello stradone, che conduce a s. Francesco a Ripa, nella mano dritta vi fu trovato un grandissimo pavimento di musaico, che contiene il sito di molte case con figure negre in campo bianco, di proporzione quattordici palmi per ciascuna: per la qual cosa fu giudicato dall' eminentissimo Massimi, che fosse il pavimento della Naumachia di Augusto.",,,,,,,,,,,,,,,,
41.8856787,12.472647,60,Orto de Frati San Francesco a Ripa,Piazza,1670,1676,yes,yes,no,no,yes,,Bellori,,,Cardinal Medici,"60. Più oltre alla casa, che fa cantonata alla piazza vi furono trovati gran quantità di travertini, che anche traversano sotto la strada. Nell' orto de frati vi fu cavato per ordine del cardinal de' Medici, ove furono trovate gran fabbriche di travertini, alcuni bui, ed un bellissimo bassorilievo con medaglie di ogni sorte, di metallo. ",,,,,,,,,,,,,,,,
41.8857111,12.4743283,61,Santa Cecilia,Church,1644,1655,yes,no,no,no,no,,Menghini,,,,61. Santa Cecilia. Dentro il recinto delle Monache di santa Cecilia vi fu cavata in tempo d'Innocenzo X. una quantità di grandissimi pilastri di travertino.,,,,,,,,,,,,,,,,
41.8849613,12.4766745,62,Ripa grande.,Public Land,1667,1670,no,no,no,no,yes,,Agostini,,,,"62. Ripa grande. Nel pontificato di Clemente X. dentro l'orto rincontro, ovvero su la sponda di Ripa grande, fu trovato un ripostino di monete di oro, che si crede fossero in quantità, per essersi viste in mano di molti personaggi curiosi. Erano di peso scudi quattordici, con il ritratto di Demetrio, e . . .. . sua moglie: benchè alcuni vogliono, che fossero trovate in occasione di trasportare ivi la terra, che veniva escavata per fare alcune sepolture in s. Cecilia; ma questo non mi pare, che abbia del verisimile, per dovere in questa maniera passare per più mani.",,,,,,,,,,,,,,,,
41.8775022,12.4635693,63,Porta Portese. [Catacombe di San Ponziano?],Public Land,1670,1676,yes,no,no,no,yes,yes,Bellori,,,,"63. Porta Portese. Fuori di porta Portese nella vigna dell'abbate degli Effetti si è ricercato tutto quasi il cimiterio sagro, ch'è in detto sito; ove oltre i corpi santi in quantità, vi fu trovata una bellissima serie di medaglioni rarissimi, li quali vanno in stampa intagliati da Pietro Santi Bartoli, senza li molti di meno rarità, che non si sono messi in stampa. Si sono anche trovati in quantità bellissimi pezzi di metalli, intagli di gioie, cristalli, paste, ed ogni genere di cose più curiose, ed erudite; senza le molte, che li cavatori a vilissimo prezzo vendevano di nascosto.",,,,,,,,,,,,,,,,
41.8830213,12.4711831,64,[Vigna Mendes?],Vineyard,,,no,no,no,no,yes,,,,,,"64. Fuori di detta porta alla vigna contigua alli granari fu cavata quantità di vettine antiche di buona grandezza, ed altre in numero cinque, le quali io viddi, che furono ricoperte.",,,,,,,,,,,,,,,,
41.8660888,12.4633131,65,Pozzo Pantaleo,Unknown,1655,1667,yes,yes,yes,yes,yes,maybe,Agostini,,Porza Paravicini,Gianlorenzo Bernini,"65. Fuori della porta stessa ad un luogo detto Pozzo Pantaleo nella vigna a mano dritta, della signora Porzia Paravicini in un luogo eminente, fatto dalla miniera del tufi, vi furono scoperti nobilissimi sepolcri adorni egregiamente di stucchi, e pitture; uno tra gli altri con facciata di colonne, architrave, fregio, e cornice, tutto di terra cotta, e di ordine composito; con alcune urne dentrovi, nelle quali era significato il nome del padrone, che le fece fare, con lettere rilevanti in fuori, le quali dettero motivo al cavalier Bernini, che fu a vederle, di volerle imitare nelli frontispizi del portico di s. Pietro. Nel medesimo luogo vi furono trovate di molte altre galanterie, come vasi, lagrimatori, urne, medaglie, e molte altre curiosità. Dall'altro lato della strada, nella vigna incontro la detta, si erge parimente una gran rupe di tufo, ove vi sono quantità di sepolcri incavati in essa, e per tempi addietro vi furono trovate bellissime cose.",,,,,,,,,,,,,,,,
41.8600282,12.4742654,66,Fuori della porta stessa alla riva del fiume incontro la basilica di s. Paolo,Public Land,,,yes,yes,no,no,no,,,,,,"66. Fuori della porta stessa alla riva del fiume, incontro la basilica di s. Paolo, fu cavato intorno ad un gran masso di sepolcro; ove vi furono ritrovati gran pezzi di marmo, che adornavano il detto edifizio, ornatissimo d'intagli, trofei, e festoni, li pezzi del quale furono trasportati nel giardino di monte Cavallo; e poi la più parte fatti condurre in campo Vaccino per vendersi a scarpellini.",,,,,,,,,,,,,,,,
41.8809138,12.4644591,67,Il famoso Meleagro de' Pichini [Location uncertain],Unknown,1542,1546,no,yes,no,no,no,,,Ulisse Aldrovandi,,Pighini,"67. Il famoso Meleagro de' Pichini vuole Ulisse Aldrovandi, che fosse trovato fuori di porta Portese,e non sopra il monte Celio, come altri dicono (a). ",,,,,,,,,,,,,,,,
41.8984212,12.4691766,68,Chiesa Nuova.,Church,1655,1667,yes,yes,no,no,no,,Agostini,,,Queen Christina,"68. Chiesa Nuova. Nell'aprirsi la nuova strada al fianco della Chiesa Nuova vi furono trovate statue, teste finite, ed altre abbozzate, marmi diversi, ferramenta da scultori, e scaglie, che dinotavano, che ivi fossero le loro botteghe, per la quantità grande, che ve n'erano; ed in particolare un bellissimo Fauno, il quale ebbe la regina di Svezia, che fu ristorato dal signor Ercole Ferrata (b).",,,,,,,,,,,,,,,,
41.8984042,12.4692893,69,[Chiesa Nuova],Church,1575,1575,yes,yes,no,no,no,,,,,Chiesa Nuova?,"69. Non reca dubbio, che il sito della Chiesa Nuova non fosse abitato da scultori, e scarpellini; perchè fabbricandosi la chiesa vi fu trovata quantità grande di marmi nobilissimi, li quali hanno poi servito per ornarne quasi che tutte le cappelle, chiesa, e monastero.",,,,,,,,,,,,,,,,
41.899532,12.4691917,70,Monte Giordano.,Hill,1644,1655,yes,yes,no,no,yes,,Menghini,,,,"70. Monte Giordano. Parimente nello scavarsi non so che fondamento a monte Giordano fu trovata una stanza sotterranea stimata una bottega, nella quale vi erano statue finite, altre abbozzate, marmi di diversi generi, ferramenti, ed ogn' altra cosa, che suol servire ad uso degli statuari.",,,,,,,,,,,,,,,,
41.8968852,12.4795047,71,Palazzo Altieri,Palace,1670,1676,yes,no,no,no,no,,Bellori,Altieri,Altieri,,"71. Palazzo Altieri. Nel fondarsi il nuovo palazzo d'Altieri, dalla parte, che conduce a s. Stefano del Cacco, si trovò una muraglia di un grandissimo edifizio, ed alla cantonata si scoperse un gran condotto di purissima acqua corrente, la quale si stima sia quella, che andava al Circo Flaminio, che anche oggi sbocca nell'istesso sito nella cantina del tintore (a).",,,,,,,,,,,,,,,,
41.895859,12.4790812,72,Piazza Altieri. ,Piazza,1670,1676,yes,yes,yes,no,no,,Bellori,Jesuits,Jesuits,Camillo Massimo,"72. Piazza Altieri. Volendo li Gesuiti sfogare loro sozzure nel chiavicone maestro nella piazza, fu scoperto nelle medesime stanze sotterranee dipinte, ove si trovò un bellissimo bassorilievo, il quale fu comprato dal nobilissimo genio del cardinal de' Massimi.",,,,,,,,,,,,,,,,
41.8810331,12.4618117,73,Monte Verde. [Location Unclear],Hill,,,yes,no,no,no,no,,,,,,"73. Monte Verde. Passato la salita di detta strada, nella valle a mano manca vi è un grandissimo ergastolo, maraviglioso per li corridori larghi, e lunghi; di larghezza da 20. palmi, alti altrettanto, che divertiscono in diverse parti. Il luogo viene giudicato officina di quei tufi quadrati, con che facevano li muri reticolati.",,,,,,,,,,,,,,,,
42.5370283,12.3791764,74,Porto. ,Gate,1675,1675,yes,yes,no,no,yes,,Bellori,Francesco Barberini,,Morelli,"74. Porto. Nell'anno santo 1675. un aratore nel vescovato di Porto, allora del cardinal Francesco Barberini, nel coltivare il terreno rompè con l'aratro un pezzo di muro alla superficie della terra, ove scoperse un vaso di monete antiche di oro, con diverse effigie d'imperatori; nè fu possibile al cardinale, con tutte le diligenze fatte, poterlo raggiungere. Bensì egli ebbe molte di dette monete dalli Morelli, alli quali ne era pagato il valore dell'oro: ma molte più ne furono sparse per Roma a diversi negozianti, e curiosi, tra quali ne ebbe la sua parte il signor cardinale…",,,,,,,,,,,,,,,,
41.8960478,12.4743497,75,Nel 1682. [Findspot unknown],Unknown,1670,1682,yes,no,no,no,yes,,Bellori,,,,"75. Nel 1682. in caso, che la pioggia slavò il terreno, fu scoperta gran quantità di condotti di piombo a segno, che quei villani, che li trovarono, ne fecero parecchi scudi. Vi fu trovato tra l'altre cose un bellissimo vaso di marmo, tutto figurato, che non si sa in che mani capitasse. De’ ripostini tra quelle anticaglie ne sono stati trovati in infinite occasioni; che ha del verisimile il tutto esservi stato nascosto al tempo, che Roma era travagliata da Goti. Quì fu fatto cavare dalli signori Ginnetti in occasione di ornare la loro bellissima cappella in s. Andrea della Valle, onde trasmisero in Roma quantità grandissima di marmi africani.",,,,,,,,,,,,,,,,
41.776262,12.2549784,76,[Porto Traiano],Gate,1670,1682,yes,yes,no,no,no,,Bellori,,,,"76. In questo punto capita avviso, che nel Porto Traiano si siano trovate alcune stanze sotterranee, le quali certificherò con la veduta di propria persona. Vi si sono trovati altri bellissimi marmi di diversi mischi; e ve n'erano anche del lavorati.",,,,,,,,,,,,,,,,
41.8794451,12.4930792,77,Antoniana. [Farnese Hercules],Baths,,,no,yes,no,no,no,,,,,Scipione Borghese,"77. Antoniana. Mirabile fa lo scoprimento dell'Ercole di Farnese, il corpo del quale fu trovato all' Antoniana; ed in occasione di pulirsi un pozzo in Trastevere, nel fondo si trovò la testa: cavandosi poi alle Frattocchie, luogo vicino a Marino, si trovarono le gambe, le quali oggi si vedono tra le altre anticaglie nelle cantine della villa Borghese (a).",,,,,,,,,,,,,,,,
41.8791815,12.4935406,78,La cava che si fece nell'Antoniana in tempo di papa Paolo III,Baths,1534,1667,yes,yes,no,no,yes,,,,,,"78. La cava, che si fece nell'Antoniana in tempo di papa Paolo III., per ordine del cardinal Farnese suo nipote, riusci così ricca di statue, colonne, bassirilievi, marmi di diversi mischi, oltre la quantità di cose minute, come sono camei, intagli, statue piccole di metallo, medaglie, lucerne, e cose simili, che resero ragguardevole, come è anche oggi, il palazzo di quel principe; poichè solo può vantarsi di aver colossi di così eccellente maniera, come sono li due Ercoli, la Fiora, i Gladiatori, ed altri; come anche la maravigliosa macchina del Toro, il quale rende stupore per la grandezza, e quantità di figure fatte in un sol pezzo di marmo (a); l'infinita quantità di teste, busti, bassirilievi, che ancora restano ammucchiate, come in magazzini, in due grandi stanzoni a pian terreno: le quali cose tutte, o la maggior parte, furono trovate all' Antoniana (b); eccetto li bassirilievi, che sono nel cortile di fuori, ove sta il Tore, stati trovati in Piazza di pietra; ove si vedono ancora undici gran colonne di ordine corintio del portico, ovvero basilica di Antonino; de quali marmi ne fu trovato in tempo d'Innocenzo X., nel farsi il condotto della fontana di piazza Navona; come anche ne furono trovati degli altri nel demolirsi una chiesa, perchè rendeva angusto il luogo, qual dovea servire a tutti li rivenditori della Rotonda, che così era l'intenzione di papa Alessandro VII., per nobilitare con più spaziosa vista quel nobilissimo tempio; al portico del quale facendo gittar via alcune case, che lo ingombravano, fu trovato ne fianchi del portico, qual chiudevano tra una colonna, e l'altra, delle medesime figure, ovvero Provincie; che poi furono le più conservate messe alle scale del card. suo nipote; e quelle trovate in tempo d'Innocenzo furono murate alla facciata del palazzo nella sua villa fuori di porta s. Pancrazio; ed altre furono messe in Campidoglio (c).",,,,,,,,,,,,,,,,
41.8837423,12.4958152,79,Orto de Mattei alla Navicella.,Garden,1644,1689,yes,yes,no,no,yes,,,,Duca dei Mattei,,"79. Orto de Mattei alla Navicella. Nell'orto del duca Mattei sotto la Navicella si cavò in tempo d'Innocenzo X, e si trovarono cose belle; anzi di più si dice un grosso ripostino. Fu rimesso mano alla cava in tempo d'Innocenzo XI., nella quale furono trovate diverse teste, de marmi, busti di alabastro, e di porfido, metalli, ed iscrizioni, medaglie d'ogni genere. Gli edifizj la più parte erano antichi moderni: tra gli altri un edifizio lungo con tre pilastri per parte si conosceva antichissimo, così dal pavimento di musaico, come dal pavimento sopra le volte di materia laterizia. La parte sferica dimostrava minore antichità. Gl'intervalli, che giravano attorno, erano di larghezza palmi tre; il muro grosso due, lo spazio di mezzo palmi otto, con una colonna nel centro, tutta lavorata di viticci, in cima della quale vi erano le tre Parche, di maniera bassa, come usava al tempo di Costantino II; e dall' iscrizione si conosceva di A.CC.NN… Il pavimento di detto edifizio era tutto la stricato di buoni tavoloni di porta santa; del quale non si può fare giudizio, se fosse tempio, o stufa, o come vogliamo dire, bagni, per non esservi copertura.",,,,,,,,,,,,,,,,
41.8590354,12.5103791,80,Porta Capena. [Catacombs of S. Callisto],Gate,,,yes,yes,no,no,yes,,,,,,"80. Porta Capena. Fuori della porta s. Sebastiano a mezza strada, ove si vede un bel tempietto, sulla mano manca nell' andare a detta chiesa, nella parte sotterranea molto ampla di edifizio, si trovò una bella statua di un dio Silvano. Vi fu anche trovata parte del cimiterio di Calisto, la quale oltre l'essere intatta, riuscì cosa nuova di vedere quei cunicoli tutti imbiancati, che in nessun altro si è mai visto.",,,,,,,,,,,,,,,,
41.848333,12.5248556,81,Via Appia. [Capo di Bove],Road,1670,1676,yes,yes,yes,yes,yes,yes,Bellori,,,Camillo Massimo,"81. Via Appia. Fuori della suddetta porta non vi è vigna, che non sia ricchissima di memorie sepolcrali, statue, e marmi infiniti, condotti di piombo, medaglie, intagli in diverse gemme, stanze sotterranee, tutte ornate di pitture, stucchi, musaici figurati, e con diversi ornamenti; come alla mano dritta, passato s. Sebastiano, e sopra la sponda della Giostra, ovvero Circo di Caracalla. Ma particolare fu un sepolcro passato Capo di Bove, che nel farsi lo scassato di una vigna si scoperse esser tutto incrostato di ametisio, dal quale il villano, che ebbe la sorte di scoprirlo, ne cavò delle monete assai per la quantità, ancorchè non ne conoscesse il pregio. Vi trovò un vaso di vetro, entrovi un liquore di preziosissimo odore, il quale per ignoranza lo spezzò, e buttò per terra. Tale successo mi venne raccontato dall' eminentissimo Massimi, che vidde le incrostature dell’ametisto; essendogli offerte in vendite: come anche qualche residuo del vaso portatogli per fargli sentire l'odore maraviglioso, che ancora riteneva.",,,,,,,,,,,,,,,,
41.8482682,12.5246986,82,Quasi che contiguo a Capo di Bove,Road,1623,1644,yes,no,no,no,yes,,Compagno,,,"Gaspard Dughet, Nicolas Poussin","82. Quasi che contiguo a Capo di Bove, alla mano dritta, in tempo d'Urbano VIII. furono carcerati molti curiosi dei tesori, i quali trovarono una stanza con molti ornamenti di argento: ma fattogli la spia, poco la goderono, che la più parte fu messa nelle carceri. Solo ne fu esente il suocero di monsù Possino, e padre di Gaspero famoso paesista, in riguargo che serviva di cuoco il Senatore (a).",,,,,,,,,,,,,,,,
41.8546888,12.5221333,83,Circo di Caracalla ,Circus,,,yes,yes,yes,no,no,yes,,,,Mattei,"83. Circo di Caracalla a Capo di Bove. In una vigna a capo la Giostra furono trovati la più parte delli bassirilievi, che sono incrostati nel palazzo Mattei, ed altri furono trovati al giardino della Navicella.",,,,,,,,,,,,,,,,
41.8548327,12.5197944,84,Alla mano manca del detto Circo,Circus,1680,1681,yes,no,yes,no,no,maybe,Bellori,,,,84. Alla mano manca del detto Circo vi è una continuazione di molte stanzole dipinte a grotteschi di eccellente maniera antica (b).,,,,,,,,,,,,,,,,
41.8435302,12.5204234,85,Capo di Bove. Tra Capo di Bove e la Nunziatella…,Road,,,yes,yes,no,no,yes,,Bellori,,Vincenzo Cicciaporci,,"85. Capo di Bove. Tra Capo di Bove, e la Nunziatella, luogo della compagnia del Confalone, fu comprato un pezzo di vigna, ridotto in sodo, dal signor Vincenzo Cicciaporci; dove nel fare lo scassato furono trovati segni di una bellissima villa antica; nelli cendotti di piombo della quale vi era il nome della più parte dei Cesari, con quelli del liberti. Vi fu trovato un nobilissimo vaso di marmo, grande da cinque palmi, lavorato di mascheroni, e fogliami di eccellentissima maniera, che pare del medesimo maestro delli candelieri in s. Agnese fuori delle mura (a). Vi si sono anche trovate delle statue, una grande più del naturale, ed altre minori; busti bellissimi, teste di leoni di grandezza più del naturale di alabastro fiorito, le quali servivano per uso di fontane; colonne di giallo antico, senza le altre cose, che li cavatori sanno nascondere: e questo fu nel 1680. in 81.",,,,,,,,,,,,,,,,
41.8588886,12.5157118,86,Via Appia. [cimiteri sagri],Road,1670,1676,yes,no,no,no,yes,,Bellori,,Brunone da Camerino,,"86. Via Appia. Dalli detti luoghi ritornando verso Roma sulla mano sinistra, nella vigna del canonico Brunone da Camerino, il quale fu coppiere di Clemente X., si abbissò un gran pezzo di vigna, per causa delli cavatori di pozzolana, con avere allargato senza alcuna considerazione quei cunicoli del cimiteri sagri, senza aver riguardo nè anche alli corpi dei santi Martiri, delli quali ve ne erano molti nominati, che ne resta affatto spenta la memoria; dico, che nel volere appianare tal voragine, fu necessitato il detto canonico di far levare la terra nel più alto della vigna - In tale occasione vi si scopersero molte urne sepolcrali, e frammenti: uno de' sepolcri tra gli altri, il quale è il più bello, si conosce essere stato tutto messo in oro.",,,,,,,,,,,,,,,,
41.8727507,12.5028571,87,[Vigna vicino la porta nella via Appia],Vineyard,,,no,yes,no,no,yes,,,,,,"87. Seguendo la medesima strada per tornare a Roma nella vigna vicino la porta, a mano dritta, vi furono trovate quantità di urne sepolcrali; ma una tra le altre, che è grandissima, delle più smisurate, che si siano viste in Roma, di mirabile artifizio, e fatiea di lavoro, ancorchè non sia della più bella maniera, nondimeno è maravigliosa per l'industria.",,,,,,,,,,,,,,,,
41.8721598,12.5005364,88,"[Near Point 87,  not clear]",Unknown,,,yes,no,no,no,no,,,,,,"88. Incontro alla detta vigna, dall'altra parte della strada, un poco più abbasso, vi furono cavati bellissimi corniciamenti, e colonne di marmo pario, quali si crede, che siano del tempio di Marte, nel quale fu condotto il s. Martire . . . . . per farlo sagrificare all'idolo; ed esso per intercessione divina lo fece rovinare (a), [a. Il tempio di Marte stava fuori dell'odierna porta di s. Sebastiano, come ho provato nella prefazione alla Descrizione dei Circhi, ec., e ne riparleremo nelle notizie del nostri tempi. Il s. Martite, che vuol qui accennare il Bartoli, è s. Sisto II, papa.]",,,,,,,,,,,,,,,,
41.8837673,12.4905521,89,Celiolo. [Porta Capena],Gate,1655,1667,yes,yes,no,no,no,,Agostini,,,,"89. Celiolo. Entrando porta Capena fu cavato in tempo di papa Alessandro VII. alle radici del Celiolo. Vi furono, come negli altri luoghi, trovate nobilissime ruine, statue, e marmi; un gran piedestallo con sua iscrizione, la quale non ti potè leggere, nè sapersi, da chi fatta; perchè quei cani cavatori, sentendola vuota, la ridussero in pezzi. ",[Lanciani places this in the Forum of Augustus but I think he might be referring to number 49. Pantiani],,,,,,,,,,,,,,,
41.8761443,12.5020012,90,Via Latina. [Possibly colombaria?],Road,1644,1655,yes,yes,no,no,yes,,Menghini,,Orlando,Olimpia Pamphili,"90. Via Latina. Nella detta via Appia, avanti che si congiunga con quella di s. Giovanni, fu fatta scassare una vigna, ridotta in sodo, da un tal Orlandi ministro del monte della Pietà; nella quale furono trovate alcune bocche di cimiteri, così sagri, come profani. In ciascuno di essi vi furono trovate cose bellissime, e di pregio, come marmi, colonne, lastre con sue iscrizioni, di diversi mischi, urne cinerarie, come anche vasi grandi, tutti istoriati, cassette di piombo, di vetro, Priapi di terra cotta, intagli in gioie, ovvero camei, e figure di metallo: la qual cosa saputa da D. Olimpia Panfili, allora regnante, in una sola volta ne fece caricare, e con mortificazione del padrone, quattro carrettate: sicchè questi per dispetto fece chiudere altre bocche, che poi si trovarono; come anche una grandissima cassa, tutta istoliata, quale avea scoperta vicino al cancello.",,,,,,,,,,,,,,,,
41.8748855,12.5063871,91,Porta S. Giovanni. [Near Via Latina],Gate,1644,1655,yes,yes,yes,yes,yes,,,Giuseppe Pellone,Giuseppe Pellone,,"91. Porta S. Giovanni. Fuori, della porta di s. Giovanni alla tenuta della santissima Annunziata, ove si congiunge la strada con la via Latina, mastro Giuseppe Pellone muratore, affittuario di detta tenuta, persona di erudizione, e d'ingegno, almeno più degli altri, che avanti di lui avevano tenuto detto luogo, vi ha scoperto di sotto il terreno arativo nelle sponde della strada, quantità d'edifizi sepolcrali con pavimenti di musaico, lavorati in diverse forme con ornamenti di pitture, di stucchi, statue, iscrizioni, colonne, macigni grandissimi di peperino, e travertino, casse sepolcrali, secondo l'uso più moderno, ed altre con le loro urne cinerarie: sicchè si vedevano dette sponde così chiuse d'edifizi, che quasi non permette vano adito alla campagna. Vi era un tempietto con due statue di marito, e moglie; l'uno vestito alla consolare, e l'altra in figura di una Cerere, ed un ars in mezzo.",,,,,,,,,,,,,,,,
41.8747419,12.5052353,92,Nella stessa tenuta [Unclear],Unknown,1644,1655,yes,no,no,no,no,,Menghini,,,Innocent X,"92. Nella stessa tenuta in un'altra occasione furono cavati alcuni sepolcri; e tra gli altri marmi di valore vi fu anche trovata una colonna di alabastro orientale di sommo pregio, la quale ora si trova nella libraria Vaticana. Fu cavata in tempo d'Innocenzo X., e levata di forza al Capitolo; ma papa Alessandro VII. La fece ricondurre in s. Giovanni, e dal medesimo Capitolo gli fu donata. Dopo la morte di esso restò nella Vaticana (a).",,,,,,,,,,,,,,,,
41.8856141,12.5083045,93,Mura di Roma a s. Giovanni.,Gate,1682,1682,no,yes,no,no,no,,Bellori,,,,"93. Mura di Roma a s. Giovanni. Delle mura di Roma, che sono tra la porta s. Giovanni, e la Latina, ne cascò un pezzo di otto, o dieci canne, nel quale si vidde murata una statua senza la sua testa; e dal panneggiare si comprendeva essere di un Esculapio, ovvero Giove. Si vidde, che vi era una tigre di di alabastro, la quale non si sa, se fosse levata, o lasciata vi; perchè il muratore, se fosse stato solo, disse, che l'avrebbe cavata, per averne qualche profitto; ma che alla presenza di tanti altri garzoni, e mastri, non gli sarebe stato di utile veruno. Vi si conoscevano altri frammenti di belle cose; ma non si potevano tirar fuori, se non col buttare a terra tutto il restante della cortina. Ho visto il luogo, il quale sarà notato per l'appunto quando che dalla parte di dentro della città vi averò fatto la debita osservazione. La caduta è successa in questo presente anno 1682. Nel mese di decembre si stava fabbricando per riparare a maggior danno.",,,,,,,,,,,,,,,,
41.8860214,12.5072263,94,Laterano,Church,1431,1447,yes,yes,no,yes,yes,,,,,,"94. Laterano. Biondo da Forlì descrivendo la chiesa del Laterano (a), così dice. Poco fa, che i palazzi, che sono intorno alla chiesa, erano già per andare tutti in rovina, quando vi avete voi, Beatissimo Padre Eugenio, posto mano a rifare ogni cosa, aggiungendovi anche un così suntuoso monastero; nel fondare del quale, cavandosi nelle vigne insino a diecidotto piedi, vi si son trovati archi, camere, pavimenti, colonne di più colori, tavole di marmo, e statue bellissime, ed altre varie, e mirabili opere (b).",,,,,,,,,,,,,,,,
